State,Action,NextState
"(4378.25, 45.0, 4378.5, 3.0)",WAIT,"(4378.25, 45.0, 4378.5, 2.0)"
"(4378.25, 45.0, 4378.5, 2.0)",WAIT,"(4378.25, 45.0, 4378.5, 1.0)"
"(4378.25, 45.0, 4378.5, 1.0)",WAIT,"(4378.25, 45.0, 4378.75, 47.0)"
"(4378.25, 45.0, 4378.75, 47.0)",WAIT,"(4378.25, 46.0, 4378.75, 47.0)"
"(4378.25, 46.0, 4378.75, 47.0)",WAIT,"(4378.25, 45.0, 4378.75, 47.0)"
"(4378.25, 45.0, 4378.75, 47.0)",WAIT,"(4378.25, 44.0, 4378.75, 47.0)"
"(4378.25, 44.0, 4378.75, 47.0)",WAIT,"(4378.25, 44.0, 4378.5, 1.0)"
"(4378.25, 44.0, 4378.5, 1.0)",WAIT,"(4378.25, 43.0, 4378.5, 1.0)"
"(4378.25, 43.0, 4378.5, 1.0)",WAIT,"(4378.25, 43.0, 4378.5, 2.0)"
"(4378.25, 43.0, 4378.5, 2.0)",WAIT,"(4378.25, 43.0, 4378.5, 4.0)"
"(4378.25, 43.0, 4378.5, 4.0)",WAIT,"(4378.25, 44.0, 4378.5, 4.0)"
"(4378.25, 44.0, 4378.5, 4.0)",WAIT,"(4378.25, 44.0, 4378.5, 5.0)"
"(4378.25, 44.0, 4378.5, 5.0)",WAIT,"(4378.25, 44.0, 4378.5, 6.0)"
"(4378.25, 44.0, 4378.5, 6.0)",WAIT,"(4378.25, 45.0, 4378.5, 6.0)"
"(4378.25, 45.0, 4378.5, 6.0)",WAIT,"(4378.25, 45.0, 4378.5, 5.0)"
"(4378.25, 45.0, 4378.5, 5.0)",WAIT,"(4378.25, 45.0, 4378.5, 4.0)"
"(4378.25, 45.0, 4378.5, 4.0)",WAIT,"(4378.25, 45.0, 4378.5, 7.0)"
"(4378.25, 45.0, 4378.5, 7.0)",WAIT,"(4378.25, 45.0, 4378.5, 8.0)"
"(4378.25, 45.0, 4378.5, 8.0)",WAIT,"(4378.25, 45.0, 4378.5, 9.0)"
"(4378.25, 45.0, 4378.5, 9.0)",WAIT,"(4378.25, 44.0, 4378.5, 9.0)"
"(4378.25, 44.0, 4378.5, 9.0)",WAIT,"(4378.25, 44.0, 4378.5, 8.0)"
"(4378.25, 44.0, 4378.5, 8.0)",WAIT,"(4378.25, 44.0, 4378.5, 5.0)"
"(4378.25, 44.0, 4378.5, 5.0)",WAIT,"(4378.25, 44.0, 4378.5, 3.0)"
"(4378.25, 44.0, 4378.5, 3.0)",WAIT,"(4378.25, 44.0, 4378.5, 2.0)"
"(4378.25, 44.0, 4378.5, 2.0)",WAIT,"(4378.25, 44.0, 4378.5, 1.0)"
"(4378.25, 44.0, 4378.5, 1.0)",WAIT,"(4378.25, 44.0, 4378.75, 47.0)"
"(4378.25, 44.0, 4378.75, 47.0)",WAIT,"(4378.25, 45.0, 4378.75, 47.0)"
"(4378.25, 45.0, 4378.75, 47.0)",WAIT,"(4378.25, 44.0, 4378.75, 47.0)"
"(4378.25, 44.0, 4378.75, 47.0)",WAIT,"(4378.25, 43.0, 4378.75, 47.0)"
"(4378.25, 43.0, 4378.75, 47.0)",WAIT,"(4378.5, 3.0, 4378.75, 47.0)"
"(4378.5, 3.0, 4378.75, 47.0)",WAIT,"(4378.5, 3.0, 4378.75, 46.0)"
"(4378.5, 3.0, 4378.75, 46.0)",WAIT,"(4378.5, 3.0, 4378.75, 45.0)"
"(4378.5, 3.0, 4378.75, 45.0)",WAIT,"(4378.5, 4.0, 4378.75, 45.0)"
"(4378.5, 4.0, 4378.75, 45.0)",WAIT,"(4378.5, 5.0, 4378.75, 45.0)"
"(4378.5, 5.0, 4378.75, 45.0)",WAIT,"(4378.5, 6.0, 4378.75, 45.0)"
"(4378.5, 6.0, 4378.75, 45.0)",WAIT,"(4378.5, 6.0, 4378.75, 46.0)"
"(4378.5, 6.0, 4378.75, 46.0)",WAIT,"(4378.5, 5.0, 4378.75, 46.0)"
"(4378.5, 5.0, 4378.75, 46.0)",WAIT,"(4378.5, 4.0, 4378.75, 46.0)"
"(4378.5, 4.0, 4378.75, 46.0)",WAIT,"(4378.5, 1.0, 4378.75, 46.0)"
"(4378.5, 1.0, 4378.75, 46.0)",WAIT,"(4378.25, 43.0, 4378.75, 46.0)"
"(4378.25, 43.0, 4378.75, 46.0)",WAIT,"(4378.25, 44.0, 4378.75, 46.0)"
"(4378.25, 44.0, 4378.75, 46.0)",WAIT,"(4378.25, 45.0, 4378.75, 46.0)"
"(4378.25, 45.0, 4378.75, 46.0)",WAIT,"(4378.25, 45.0, 4378.75, 47.0)"
"(4378.25, 45.0, 4378.75, 47.0)",WAIT,"(4378.25, 45.0, 4378.5, 1.0)"
"(4378.25, 45.0, 4378.5, 1.0)",WAIT,"(4378.25, 44.0, 4378.5, 1.0)"
"(4378.25, 44.0, 4378.5, 1.0)",WAIT,"(4378.25, 44.0, 4378.5, 5.0)"
"(4378.25, 44.0, 4378.5, 5.0)",WAIT,"(4378.25, 44.0, 4378.5, 6.0)"
"(4378.25, 44.0, 4378.5, 6.0)",WAIT,"(4378.25, 43.0, 4378.5, 6.0)"
"(4378.25, 43.0, 4378.5, 6.0)",WAIT,"(4378.25, 43.0, 4378.5, 7.0)"
"(4378.25, 43.0, 4378.5, 7.0)",WAIT,"(4378.25, 43.0, 4378.5, 8.0)"
"(4378.25, 43.0, 4378.5, 8.0)",WAIT,"(4378.25, 43.0, 4378.5, 10.0)"
"(4378.25, 43.0, 4378.5, 10.0)",WAIT,"(4378.25, 42.0, 4378.5, 10.0)"
"(4378.25, 42.0, 4378.5, 10.0)",WAIT,"(4378.25, 42.0, 4378.5, 8.0)"
"(4378.25, 42.0, 4378.5, 8.0)",WAIT,"(4378.25, 42.0, 4378.5, 7.0)"
"(4378.25, 42.0, 4378.5, 7.0)",WAIT,"(4378.25, 42.0, 4378.5, 6.0)"
"(4378.25, 42.0, 4378.5, 6.0)",WAIT,"(4378.25, 42.0, 4378.5, 7.0)"
"(4378.25, 42.0, 4378.5, 7.0)",WAIT,"(4378.25, 42.0, 4378.5, 8.0)"
"(4378.25, 42.0, 4378.5, 8.0)",WAIT,"(4378.25, 42.0, 4378.5, 11.0)"
"(4378.25, 42.0, 4378.5, 11.0)",WAIT,"(4378.25, 42.0, 4378.5, 13.0)"
"(4378.25, 42.0, 4378.5, 13.0)",WAIT,"(4378.25, 42.0, 4378.5, 14.0)"
"(4378.25, 42.0, 4378.5, 14.0)",WAIT,"(4378.25, 42.0, 4378.5, 15.0)"
"(4378.25, 42.0, 4378.5, 15.0)",WAIT,"(4378.25, 42.0, 4378.5, 14.0)"
"(4378.25, 42.0, 4378.5, 14.0)",WAIT,"(4378.25, 42.0, 4378.5, 15.0)"
"(4378.25, 42.0, 4378.5, 15.0)",WAIT,"(4378.25, 41.0, 4378.5, 15.0)"
"(4378.25, 41.0, 4378.5, 15.0)",WAIT,"(4378.25, 40.0, 4378.5, 15.0)"
"(4378.25, 40.0, 4378.5, 15.0)",WAIT,"(4378.25, 40.0, 4378.5, 19.0)"
"(4378.25, 40.0, 4378.5, 19.0)",WAIT,"(4378.25, 40.0, 4378.5, 20.0)"
"(4378.25, 40.0, 4378.5, 20.0)",WAIT,"(4378.25, 39.0, 4378.5, 20.0)"
"(4378.25, 39.0, 4378.5, 20.0)",WAIT,"(4378.25, 39.0, 4378.5, 21.0)"
"(4378.25, 39.0, 4378.5, 21.0)",WAIT,"(4378.25, 39.0, 4378.5, 22.0)"
"(4378.25, 39.0, 4378.5, 22.0)",WAIT,"(4378.25, 39.0, 4378.5, 23.0)"
"(4378.25, 39.0, 4378.5, 23.0)",WAIT,"(4378.25, 39.0, 4378.5, 25.0)"
"(4378.25, 39.0, 4378.5, 25.0)",WAIT,"(4378.25, 36.0, 4378.5, 25.0)"
"(4378.25, 36.0, 4378.5, 25.0)",WAIT,"(4378.25, 35.0, 4378.5, 25.0)"
"(4378.25, 35.0, 4378.5, 25.0)",WAIT,"(4378.25, 34.0, 4378.5, 25.0)"
"(4378.25, 34.0, 4378.5, 25.0)",WAIT,"(4378.25, 34.0, 4378.5, 26.0)"
"(4378.25, 34.0, 4378.5, 26.0)",WAIT,"(4378.25, 30.0, 4378.5, 26.0)"
"(4378.25, 30.0, 4378.5, 26.0)",WAIT,"(4378.25, 29.0, 4378.5, 26.0)"
"(4378.25, 29.0, 4378.5, 26.0)",WAIT,"(4378.25, 28.0, 4378.5, 26.0)"
"(4378.25, 28.0, 4378.5, 26.0)",WAIT,"(4378.25, 28.0, 4378.5, 27.0)"
"(4378.25, 28.0, 4378.5, 27.0)",WAIT,"(4378.25, 27.0, 4378.5, 27.0)"
"(4378.25, 27.0, 4378.5, 27.0)",WAIT,"(4378.25, 26.0, 4378.5, 27.0)"
"(4378.25, 26.0, 4378.5, 27.0)",WAIT,"(4378.25, 25.0, 4378.5, 27.0)"
"(4378.25, 25.0, 4378.5, 27.0)",WAIT,"(4378.25, 24.0, 4378.5, 27.0)"
"(4378.25, 24.0, 4378.5, 27.0)",WAIT,"(4378.25, 23.0, 4378.5, 27.0)"
"(4378.25, 23.0, 4378.5, 27.0)",WAIT,"(4378.25, 22.0, 4378.5, 27.0)"
"(4378.25, 22.0, 4378.5, 27.0)",WAIT,"(4378.25, 22.0, 4378.5, 25.0)"
"(4378.25, 22.0, 4378.5, 25.0)",WAIT,"(4378.25, 22.0, 4378.5, 24.0)"
"(4378.25, 22.0, 4378.5, 24.0)",WAIT,"(4378.25, 22.0, 4378.5, 25.0)"
"(4378.25, 22.0, 4378.5, 25.0)",WAIT,"(4378.25, 22.0, 4378.5, 24.0)"
"(4378.25, 22.0, 4378.5, 24.0)",WAIT,"(4378.25, 22.0, 4378.5, 25.0)"
"(4378.25, 22.0, 4378.5, 25.0)",WAIT,"(4378.25, 22.0, 4378.5, 24.0)"
"(4378.25, 22.0, 4378.5, 24.0)",WAIT,"(4378.25, 22.0, 4378.5, 25.0)"
"(4378.25, 22.0, 4378.5, 25.0)",WAIT,"(4378.25, 22.0, 4378.5, 24.0)"
"(4378.25, 22.0, 4378.5, 24.0)",WAIT,"(4378.25, 23.0, 4378.5, 24.0)"
"(4378.25, 23.0, 4378.5, 24.0)",WAIT,"(4378.25, 26.0, 4378.5, 24.0)"
"(4378.25, 26.0, 4378.5, 24.0)",WAIT,"(4378.25, 27.0, 4378.5, 24.0)"
"(4378.25, 27.0, 4378.5, 24.0)",WAIT,"(4378.25, 28.0, 4378.5, 24.0)"
"(4378.25, 28.0, 4378.5, 24.0)",WAIT,"(4378.25, 27.0, 4378.5, 24.0)"
"(4378.25, 27.0, 4378.5, 24.0)",WAIT,"(4378.25, 28.0, 4378.5, 24.0)"
"(4378.25, 28.0, 4378.5, 24.0)",WAIT,"(4378.25, 29.0, 4378.5, 24.0)"
"(4378.25, 29.0, 4378.5, 24.0)",WAIT,"(4378.25, 29.0, 4378.5, 23.0)"
"(4378.25, 29.0, 4378.5, 23.0)",WAIT,"(4378.25, 28.0, 4378.5, 23.0)"
"(4378.25, 28.0, 4378.5, 23.0)",WAIT,"(4378.25, 28.0, 4378.5, 22.0)"
"(4378.25, 28.0, 4378.5, 22.0)",WAIT,"(4378.25, 28.0, 4378.5, 18.0)"
"(4378.25, 28.0, 4378.5, 18.0)",WAIT,"(4378.25, 29.0, 4378.5, 18.0)"
"(4378.25, 29.0, 4378.5, 18.0)",WAIT,"(4378.25, 29.0, 4378.5, 17.0)"
"(4378.25, 29.0, 4378.5, 17.0)",WAIT,"(4378.25, 28.0, 4378.5, 17.0)"
"(4378.25, 28.0, 4378.5, 17.0)",WAIT,"(4378.25, 32.0, 4378.5, 17.0)"
"(4378.25, 32.0, 4378.5, 17.0)",WAIT,"(4378.25, 32.0, 4378.5, 16.0)"
"(4378.25, 32.0, 4378.5, 16.0)",WAIT,"(4378.25, 32.0, 4378.5, 14.0)"
"(4378.25, 32.0, 4378.5, 14.0)",WAIT,"(4378.25, 32.0, 4378.5, 13.0)"
"(4378.25, 32.0, 4378.5, 13.0)",WAIT,"(4378.25, 32.0, 4378.5, 10.0)"
"(4378.25, 32.0, 4378.5, 10.0)",WAIT,"(4378.25, 32.0, 4378.5, 9.0)"
"(4378.25, 32.0, 4378.5, 9.0)",WAIT,"(4378.25, 32.0, 4378.5, 8.0)"
"(4378.25, 32.0, 4378.5, 8.0)",WAIT,"(4378.25, 32.0, 4378.5, 4.0)"
"(4378.25, 32.0, 4378.5, 4.0)",WAIT,"(4378.25, 33.0, 4378.5, 4.0)"
"(4378.25, 33.0, 4378.5, 4.0)",WAIT,"(4378.25, 34.0, 4378.5, 4.0)"
"(4378.25, 34.0, 4378.5, 4.0)",WAIT,"(4378.25, 34.0, 4378.5, 3.0)"
"(4378.25, 34.0, 4378.5, 3.0)",WAIT,"(4378.25, 35.0, 4378.5, 3.0)"
"(4378.25, 35.0, 4378.5, 3.0)",WAIT,"(4378.25, 36.0, 4378.5, 3.0)"
"(4378.25, 36.0, 4378.5, 3.0)",WAIT,"(4378.25, 36.0, 4378.5, 2.0)"
"(4378.25, 36.0, 4378.5, 2.0)",WAIT,"(4378.25, 36.0, 4378.5, 1.0)"
"(4378.25, 36.0, 4378.5, 1.0)",WAIT,"(4378.25, 37.0, 4378.5, 1.0)"
"(4378.25, 37.0, 4378.5, 1.0)",WAIT,"(4378.25, 38.0, 4378.5, 1.0)"
"(4378.25, 38.0, 4378.5, 1.0)",WAIT,"(4378.25, 38.0, 4378.75, 47.0)"
"(4378.25, 38.0, 4378.75, 47.0)",WAIT,"(4378.25, 39.0, 4378.75, 47.0)"
"(4378.25, 39.0, 4378.75, 47.0)",WAIT,"(4378.25, 40.0, 4378.75, 47.0)"
"(4378.25, 40.0, 4378.75, 47.0)",WAIT,"(4378.25, 40.0, 4378.75, 48.0)"
"(4378.25, 40.0, 4378.75, 48.0)",WAIT,"(4378.25, 39.0, 4378.75, 48.0)"
"(4378.25, 39.0, 4378.75, 48.0)",WAIT,"(4378.25, 39.0, 4378.5, 3.0)"
"(4378.25, 39.0, 4378.5, 3.0)",WAIT,"(4378.25, 39.0, 4378.5, 4.0)"
"(4378.25, 39.0, 4378.5, 4.0)",WAIT,"(4378.25, 39.0, 4378.5, 7.0)"
"(4378.25, 39.0, 4378.5, 7.0)",WAIT,"(4378.25, 39.0, 4378.5, 8.0)"
"(4378.25, 39.0, 4378.5, 8.0)",WAIT,"(4378.25, 39.0, 4378.5, 9.0)"
"(4378.25, 39.0, 4378.5, 9.0)",WAIT,"(4378.25, 39.0, 4378.5, 11.0)"
"(4378.25, 39.0, 4378.5, 11.0)",WAIT,"(4378.25, 38.0, 4378.5, 11.0)"
"(4378.25, 38.0, 4378.5, 11.0)",WAIT,"(4378.25, 38.0, 4378.5, 12.0)"
"(4378.25, 38.0, 4378.5, 12.0)",WAIT,"(4378.25, 38.0, 4378.5, 13.0)"
"(4378.25, 38.0, 4378.5, 13.0)",WAIT,"(4378.25, 37.0, 4378.5, 13.0)"
"(4378.25, 37.0, 4378.5, 13.0)",WAIT,"(4378.25, 36.0, 4378.5, 13.0)"
"(4378.25, 36.0, 4378.5, 13.0)",WAIT,"(4378.25, 36.0, 4378.5, 17.0)"
"(4378.25, 36.0, 4378.5, 17.0)",WAIT,"(4378.25, 36.0, 4378.5, 18.0)"
"(4378.25, 36.0, 4378.5, 18.0)",WAIT,"(4378.25, 36.0, 4378.5, 15.0)"
"(4378.25, 36.0, 4378.5, 15.0)",WAIT,"(4378.25, 36.0, 4378.5, 14.0)"
"(4378.25, 36.0, 4378.5, 14.0)",WAIT,"(4378.25, 36.0, 4378.5, 10.0)"
"(4378.25, 36.0, 4378.5, 10.0)",WAIT,"(4378.25, 36.0, 4378.5, 8.0)"
"(4378.25, 36.0, 4378.5, 8.0)",WAIT,"(4378.25, 36.0, 4378.5, 7.0)"
"(4378.25, 36.0, 4378.5, 7.0)",WAIT,"(4378.25, 36.0, 4378.5, 6.0)"
"(4378.25, 36.0, 4378.5, 6.0)",WAIT,"(4378.25, 36.0, 4378.5, 5.0)"
"(4378.25, 36.0, 4378.5, 5.0)",WAIT,"(4378.25, 36.0, 4378.5, 8.0)"
"(4378.25, 36.0, 4378.5, 8.0)",WAIT,"(4378.25, 36.0, 4378.5, 9.0)"
"(4378.25, 36.0, 4378.5, 9.0)",WAIT,"(4378.25, 36.0, 4378.5, 10.0)"
"(4378.25, 36.0, 4378.5, 10.0)",WAIT,"(4378.25, 36.0, 4378.5, 11.0)"
"(4378.25, 36.0, 4378.5, 11.0)",WAIT,"(4378.25, 36.0, 4378.5, 13.0)"
"(4378.25, 36.0, 4378.5, 13.0)",WAIT,"(4378.25, 36.0, 4378.5, 12.0)"
"(4378.25, 36.0, 4378.5, 12.0)",WAIT,"(4378.25, 36.0, 4378.5, 16.0)"
"(4378.25, 36.0, 4378.5, 16.0)",WAIT,"(4378.25, 36.0, 4378.5, 15.0)"
"(4378.25, 36.0, 4378.5, 15.0)",WAIT,"(4378.25, 36.0, 4378.5, 16.0)"
"(4378.25, 36.0, 4378.5, 16.0)",WAIT,"(4378.25, 36.0, 4378.5, 17.0)"
"(4378.25, 36.0, 4378.5, 17.0)",WAIT,"(4378.25, 36.0, 4378.5, 18.0)"
"(4378.25, 36.0, 4378.5, 18.0)",WAIT,"(4378.25, 36.0, 4378.5, 17.0)"
"(4378.25, 36.0, 4378.5, 17.0)",WAIT,"(4378.25, 36.0, 4378.5, 18.0)"
"(4378.25, 36.0, 4378.5, 18.0)",WAIT,"(4378.25, 35.0, 4378.5, 18.0)"
"(4378.25, 35.0, 4378.5, 18.0)",WAIT,"(4378.25, 35.0, 4378.5, 16.0)"
"(4378.25, 35.0, 4378.5, 16.0)",WAIT,"(4378.25, 35.0, 4378.5, 15.0)"
"(4378.25, 35.0, 4378.5, 15.0)",WAIT,"(4378.25, 35.0, 4378.5, 12.0)"
"(4378.25, 35.0, 4378.5, 12.0)",WAIT,"(4378.25, 35.0, 4378.5, 11.0)"
"(4378.25, 35.0, 4378.5, 11.0)",WAIT,"(4378.25, 35.0, 4378.5, 10.0)"
"(4378.25, 35.0, 4378.5, 10.0)",WAIT,"(4378.25, 35.0, 4378.5, 6.0)"
"(4378.25, 35.0, 4378.5, 6.0)",WAIT,"(4378.25, 35.0, 4378.5, 5.0)"
"(4378.25, 35.0, 4378.5, 5.0)",WAIT,"(4378.25, 35.0, 4378.5, 4.0)"
"(4378.25, 35.0, 4378.5, 4.0)",WAIT,"(4378.25, 36.0, 4378.5, 4.0)"
"(4378.25, 36.0, 4378.5, 4.0)",WAIT,"(4378.25, 37.0, 4378.5, 4.0)"
"(4378.25, 37.0, 4378.5, 4.0)",WAIT,"(4378.25, 38.0, 4378.5, 4.0)"
"(4378.25, 38.0, 4378.5, 4.0)",WAIT,"(4378.25, 38.0, 4378.5, 4.0)"
"(4378.25, 38.0, 4378.5, 4.0)",SELL,"(4378.25, 38.0, 4378.5, 3.0)"
"(4378.25, 38.0, 4378.5, 3.0)",WAIT,"(4378.25, 38.0, 4378.5, 3.0)"
"(4378.25, 38.0, 4378.5, 3.0)",SELL,"(4378.25, 38.0, 4378.5, 2.0)"
"(4378.25, 38.0, 4378.5, 2.0)",WAIT,"(4378.25, 38.0, 4378.5, 2.0)"
"(4378.25, 38.0, 4378.5, 2.0)",SELL,"(4378.25, 38.0, 4378.5, 1.0)"
"(4378.25, 38.0, 4378.5, 1.0)",WAIT,"(4378.25, 38.0, 4378.5, 1.0)"
"(4378.25, 38.0, 4378.5, 1.0)",SELL,"(4378.5, 2.0, 4378.75, 45.0)"
"(4378.5, 2.0, 4378.75, 45.0)",WAIT,"(4378.5, 2.0, 4378.75, 44.0)"
"(4378.5, 2.0, 4378.75, 44.0)",WAIT,"(4378.5, 3.0, 4378.75, 44.0)"
"(4378.5, 3.0, 4378.75, 44.0)",WAIT,"(4378.5, 4.0, 4378.75, 44.0)"
"(4378.5, 4.0, 4378.75, 44.0)",WAIT,"(4378.5, 5.0, 4378.75, 44.0)"
"(4378.5, 5.0, 4378.75, 44.0)",WAIT,"(4378.5, 8.0, 4378.75, 44.0)"
"(4378.5, 8.0, 4378.75, 44.0)",WAIT,"(4378.5, 9.0, 4378.75, 44.0)"
"(4378.5, 9.0, 4378.75, 44.0)",WAIT,"(4378.5, 10.0, 4378.75, 44.0)"
"(4378.5, 10.0, 4378.75, 44.0)",WAIT,"(4378.5, 12.0, 4378.75, 44.0)"
"(4378.5, 12.0, 4378.75, 44.0)",WAIT,"(4378.5, 12.0, 4378.75, 43.0)"
"(4378.5, 12.0, 4378.75, 43.0)",WAIT,"(4378.5, 12.0, 4378.75, 42.0)"
"(4378.5, 12.0, 4378.75, 42.0)",WAIT,"(4378.5, 12.0, 4378.75, 41.0)"
"(4378.5, 12.0, 4378.75, 41.0)",WAIT,"(4378.5, 13.0, 4378.75, 41.0)"
"(4378.5, 13.0, 4378.75, 41.0)",WAIT,"(4378.5, 13.0, 4378.75, 40.0)"
"(4378.5, 13.0, 4378.75, 40.0)",WAIT,"(4378.5, 14.0, 4378.75, 40.0)"
"(4378.5, 14.0, 4378.75, 40.0)",WAIT,"(4378.5, 15.0, 4378.75, 40.0)"
"(4378.5, 15.0, 4378.75, 40.0)",WAIT,"(4378.5, 13.0, 4378.75, 40.0)"
"(4378.5, 13.0, 4378.75, 40.0)",WAIT,"(4378.5, 14.0, 4378.75, 40.0)"
"(4378.5, 14.0, 4378.75, 40.0)",WAIT,"(4378.5, 15.0, 4378.75, 40.0)"
"(4378.5, 15.0, 4378.75, 40.0)",WAIT,"(4378.5, 15.0, 4378.75, 39.0)"
"(4378.5, 15.0, 4378.75, 39.0)",WAIT,"(4378.5, 14.0, 4378.75, 39.0)"
"(4378.5, 14.0, 4378.75, 39.0)",WAIT,"(4378.5, 13.0, 4378.75, 39.0)"
"(4378.5, 13.0, 4378.75, 39.0)",WAIT,"(4378.5, 13.0, 4378.75, 37.0)"
"(4378.5, 13.0, 4378.75, 37.0)",WAIT,"(4378.5, 14.0, 4378.75, 37.0)"
"(4378.5, 14.0, 4378.75, 37.0)",WAIT,"(4378.5, 18.0, 4378.75, 37.0)"
"(4378.5, 18.0, 4378.75, 37.0)",WAIT,"(4378.5, 18.0, 4378.75, 36.0)"
"(4378.5, 18.0, 4378.75, 36.0)",WAIT,"(4378.5, 20.0, 4378.75, 36.0)"
"(4378.5, 20.0, 4378.75, 36.0)",WAIT,"(4378.5, 21.0, 4378.75, 36.0)"
"(4378.5, 21.0, 4378.75, 36.0)",WAIT,"(4378.5, 22.0, 4378.75, 36.0)"
"(4378.5, 22.0, 4378.75, 36.0)",WAIT,"(4378.5, 23.0, 4378.75, 36.0)"
"(4378.5, 23.0, 4378.75, 36.0)",WAIT,"(4378.5, 24.0, 4378.75, 36.0)"
"(4378.5, 24.0, 4378.75, 36.0)",WAIT,"(4378.5, 24.0, 4378.75, 34.0)"
"(4378.5, 24.0, 4378.75, 34.0)",WAIT,"(4378.5, 24.0, 4378.75, 33.0)"
"(4378.5, 24.0, 4378.75, 33.0)",WAIT,"(4378.5, 24.0, 4378.75, 31.0)"
"(4378.5, 24.0, 4378.75, 31.0)",WAIT,"(4378.5, 24.0, 4378.75, 30.0)"
"(4378.5, 24.0, 4378.75, 30.0)",WAIT,"(4378.5, 25.0, 4378.75, 30.0)"
"(4378.5, 25.0, 4378.75, 30.0)",WAIT,"(4378.5, 26.0, 4378.75, 30.0)"
"(4378.5, 26.0, 4378.75, 30.0)",WAIT,"(4378.5, 27.0, 4378.75, 30.0)"
"(4378.5, 27.0, 4378.75, 30.0)",WAIT,"(4378.5, 27.0, 4378.75, 26.0)"
"(4378.5, 27.0, 4378.75, 26.0)",WAIT,"(4378.5, 28.0, 4378.75, 26.0)"
"(4378.5, 28.0, 4378.75, 26.0)",WAIT,"(4378.5, 28.0, 4378.75, 25.0)"
"(4378.5, 28.0, 4378.75, 25.0)",WAIT,"(4378.5, 28.0, 4378.75, 24.0)"
"(4378.5, 28.0, 4378.75, 24.0)",WAIT,"(4378.5, 28.0, 4378.75, 23.0)"
"(4378.5, 28.0, 4378.75, 23.0)",WAIT,"(4378.5, 28.0, 4378.75, 22.0)"
"(4378.5, 28.0, 4378.75, 22.0)",WAIT,"(4378.5, 27.0, 4378.75, 22.0)"
"(4378.5, 27.0, 4378.75, 22.0)",WAIT,"(4378.5, 27.0, 4378.75, 23.0)"
"(4378.5, 27.0, 4378.75, 23.0)",WAIT,"(4378.5, 27.0, 4378.75, 24.0)"
"(4378.5, 27.0, 4378.75, 24.0)",WAIT,"(4378.5, 26.0, 4378.75, 24.0)"
"(4378.5, 26.0, 4378.75, 24.0)",WAIT,"(4378.5, 27.0, 4378.75, 24.0)"
"(4378.5, 27.0, 4378.75, 24.0)",WAIT,"(4378.5, 27.0, 4378.75, 23.0)"
"(4378.5, 27.0, 4378.75, 23.0)",WAIT,"(4378.5, 27.0, 4378.75, 22.0)"
"(4378.5, 27.0, 4378.75, 22.0)",WAIT,"(4378.5, 28.0, 4378.75, 22.0)"
"(4378.5, 28.0, 4378.75, 22.0)",WAIT,"(4378.5, 29.0, 4378.75, 22.0)"
"(4378.5, 29.0, 4378.75, 22.0)",WAIT,"(4378.5, 30.0, 4378.75, 22.0)"
"(4378.5, 30.0, 4378.75, 22.0)",WAIT,"(4378.5, 34.0, 4378.75, 22.0)"
"(4378.5, 34.0, 4378.75, 22.0)",WAIT,"(4378.5, 34.0, 4378.75, 21.0)"
"(4378.5, 34.0, 4378.75, 21.0)",WAIT,"(4378.5, 34.0, 4378.75, 20.0)"
"(4378.5, 34.0, 4378.75, 20.0)",WAIT,"(4378.5, 34.0, 4378.75, 19.0)"
"(4378.5, 34.0, 4378.75, 19.0)",WAIT,"(4378.5, 34.0, 4378.75, 15.0)"
"(4378.5, 34.0, 4378.75, 15.0)",WAIT,"(4378.5, 35.0, 4378.75, 15.0)"
"(4378.5, 35.0, 4378.75, 15.0)",WAIT,"(4378.5, 35.0, 4378.75, 16.0)"
"(4378.5, 35.0, 4378.75, 16.0)",WAIT,"(4378.5, 35.0, 4378.75, 15.0)"
"(4378.5, 35.0, 4378.75, 15.0)",WAIT,"(4378.5, 35.0, 4378.75, 16.0)"
"(4378.5, 35.0, 4378.75, 16.0)",WAIT,"(4378.5, 35.0, 4378.75, 20.0)"
"(4378.5, 35.0, 4378.75, 20.0)",WAIT,"(4378.5, 34.0, 4378.75, 20.0)"
"(4378.5, 34.0, 4378.75, 20.0)",WAIT,"(4378.5, 34.0, 4378.75, 21.0)"
"(4378.5, 34.0, 4378.75, 21.0)",WAIT,"(4378.5, 34.0, 4378.75, 22.0)"
"(4378.5, 34.0, 4378.75, 22.0)",WAIT,"(4378.5, 34.0, 4378.75, 23.0)"
"(4378.5, 34.0, 4378.75, 23.0)",WAIT,"(4378.5, 30.0, 4378.75, 23.0)"
"(4378.5, 30.0, 4378.75, 23.0)",WAIT,"(4378.5, 30.0, 4378.75, 27.0)"
"(4378.5, 30.0, 4378.75, 27.0)",WAIT,"(4378.5, 30.0, 4378.75, 28.0)"
"(4378.5, 30.0, 4378.75, 28.0)",WAIT,"(4378.5, 30.0, 4378.75, 29.0)"
"(4378.5, 30.0, 4378.75, 29.0)",WAIT,"(4378.5, 29.0, 4378.75, 29.0)"
"(4378.5, 29.0, 4378.75, 29.0)",WAIT,"(4378.5, 29.0, 4378.75, 28.0)"
"(4378.5, 29.0, 4378.75, 28.0)",WAIT,"(4378.5, 29.0, 4378.75, 27.0)"
"(4378.5, 29.0, 4378.75, 27.0)",WAIT,"(4378.5, 29.0, 4378.75, 29.0)"
"(4378.5, 29.0, 4378.75, 29.0)",WAIT,"(4378.5, 30.0, 4378.75, 29.0)"
