Timestamp,Type,Price,Volume,Bid Price,Bid Size,Ask Price,Ask Size
2023-09-22 09:30:00.523317092,Quote,,,4378.5,29.0,4378.75,27.0
2023-09-22 09:30:00.523317092,Quote,,,4378.5,27.0,4378.75,27.0
2023-09-22 09:30:00.523317092,Quote,,,4378.5,23.0,4378.75,27.0
2023-09-22 09:30:00.523317092,Quote,,,4378.5,22.0,4378.75,27.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,25.0,4378.75,27.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,25.0,4378.75,26.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,26.0,4378.75,26.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,27.0,4378.75,26.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,27.0,4378.75,25.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,27.0,4378.75,21.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,27.0,4378.75,20.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,31.0,4378.75,20.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,31.0,4378.75,19.0
2023-09-22 09:30:01.822640679,Quote,,,4378.5,31.0,4378.75,18.0
2023-09-22 09:30:01.872474729,Quote,,,4378.5,31.0,4378.75,19.0
2023-09-22 09:30:01.907461459,Quote,,,4378.5,30.0,4378.75,19.0
2023-09-22 09:30:01.908292293,Quote,,,4378.5,30.0,4378.75,20.0
2023-09-22 09:30:01.908292293,Quote,,,4378.5,29.0,4378.75,20.0
2023-09-22 09:30:02.107509187,Quote,,,4378.5,29.0,4378.75,21.0
2023-09-22 09:30:02.108403414,Quote,,,4378.5,29.0,4378.75,22.0
2023-09-22 09:30:02.108403414,Quote,,,4378.5,25.0,4378.75,22.0
2023-09-22 09:30:02.108403414,Quote,,,4378.5,25.0,4378.75,21.0
2023-09-22 09:30:02.207465300,Quote,,,4378.5,25.0,4378.75,25.0
2023-09-22 09:30:02.208009529,Quote,,,4378.5,22.0,4378.75,25.0
2023-09-22 09:30:02.242758500,Quote,,,4378.5,22.0,4378.75,26.0
2023-09-22 09:30:02.242758500,Quote,,,4378.5,22.0,4378.75,25.0
2023-09-22 09:30:02.242758500,Quote,,,4378.5,22.0,4378.75,26.0
2023-09-22 09:30:02.242758500,Quote,,,4378.5,21.0,4378.75,26.0
2023-09-22 09:30:02.242758500,Quote,,,4378.5,20.0,4378.75,26.0
2023-09-22 09:30:02.242758500,Quote,,,4378.5,19.0,4378.75,26.0
2023-09-22 09:30:02.257754699,Quote,,,4378.5,19.0,4378.75,25.0
2023-09-22 09:30:02.257754699,Quote,,,4378.5,18.0,4378.75,25.0
2023-09-22 09:30:02.257754699,Quote,,,4378.5,18.0,4378.75,26.0
2023-09-22 09:30:02.282644506,Quote,,,4378.5,19.0,4378.75,26.0
2023-09-22 09:30:02.282644506,Quote,,,4378.5,22.0,4378.75,26.0
2023-09-22 09:30:02.282644506,Quote,,,4378.5,23.0,4378.75,26.0
2023-09-22 09:30:02.282644506,Quote,,,4378.5,24.0,4378.75,26.0
2023-09-22 09:30:02.282644506,Quote,,,4378.5,24.0,4378.75,25.0
2023-09-22 09:30:02.282644506,Quote,,,4378.5,25.0,4378.75,25.0
2023-09-22 09:30:02.282644506,Quote,,,4378.5,26.0,4378.75,25.0
2023-09-22 09:30:02.282644506,Quote,,,4378.5,26.0,4378.75,21.0
2023-09-22 09:30:02.282644506,Quote,,,4378.5,26.0,4378.75,20.0
2023-09-22 09:30:02.307472295,Quote,,,4378.5,26.0,4378.75,21.0
2023-09-22 09:30:02.878013758,Quote,,,4378.5,26.0,4378.75,20.0
2023-09-22 09:30:02.982521153,Quote,,,4378.5,30.0,4378.75,20.0
2023-09-22 09:30:03.503217920,Quote,,,4378.5,30.0,4378.75,21.0
2023-09-22 09:30:03.503217920,Quote,,,4378.5,30.0,4378.75,22.0
2023-09-22 09:30:03.503217920,Quote,,,4378.5,30.0,4378.75,23.0
2023-09-22 09:30:03.503217920,Quote,,,4378.5,27.0,4378.75,23.0
2023-09-22 09:30:03.503217920,Quote,,,4378.5,26.0,4378.75,23.0
2023-09-22 09:30:03.503217920,Quote,,,4378.5,25.0,4378.75,23.0
2023-09-22 09:30:03.503217920,Quote,,,4378.5,25.0,4378.75,22.0
2023-09-22 09:30:03.503217920,Quote,,,4378.5,24.0,4378.75,22.0
2023-09-22 09:30:03.582905359,Quote,,,4378.5,24.0,4378.75,26.0
2023-09-22 09:30:03.582905359,Quote,,,4378.5,20.0,4378.75,26.0
2023-09-22 09:30:03.582905359,Quote,,,4378.5,19.0,4378.75,26.0
2023-09-22 09:30:03.928420997,Quote,,,4378.5,20.0,4378.75,26.0
2023-09-22 09:30:03.928420997,Quote,,,4378.5,21.0,4378.75,26.0
2023-09-22 09:30:03.928420997,Quote,,,4378.5,22.0,4378.75,26.0
2023-09-22 09:30:03.928420997,Quote,,,4378.5,23.0,4378.75,26.0
2023-09-22 09:30:03.933332324,Quote,,,4378.5,23.0,4378.75,22.0
2023-09-22 09:30:03.933332324,Quote,,,4378.5,26.0,4378.75,22.0
2023-09-22 09:30:03.933332324,Quote,,,4378.5,26.0,4378.75,21.0
2023-09-22 09:30:03.933332324,Quote,,,4378.5,30.0,4378.75,21.0
2023-09-22 09:30:03.938381262,Quote,,,4378.5,30.0,4378.75,20.0
2023-09-22 09:30:04.102712067,Quote,,,4378.5,30.0,4378.75,21.0
2023-09-22 09:30:04.102712067,Quote,,,4378.5,29.0,4378.75,21.0
2023-09-22 09:30:04.102712067,Quote,,,4378.5,29.0,4378.75,22.0
2023-09-22 09:30:04.102712067,Quote,,,4378.5,26.0,4378.75,22.0
2023-09-22 09:30:04.102712067,Quote,,,4378.5,26.0,4378.75,23.0
2023-09-22 09:30:04.107638565,Quote,,,4378.5,22.0,4378.75,23.0
2023-09-22 09:30:04.107638565,Quote,,,4378.5,22.0,4378.75,27.0
2023-09-22 09:30:04.342599480,Quote,,,4378.5,23.0,4378.75,27.0
2023-09-22 09:30:04.342599480,Quote,,,4378.5,26.0,4378.75,27.0
2023-09-22 09:30:04.342599480,Quote,,,4378.5,26.0,4378.75,26.0
2023-09-22 09:30:04.342599480,Quote,,,4378.5,26.0,4378.75,22.0
2023-09-22 09:30:04.342599480,Quote,,,4378.5,26.0,4378.75,21.0
2023-09-22 09:30:04.342599480,Quote,,,4378.5,26.0,4378.75,20.0
2023-09-22 09:30:04.342599480,Quote,,,4378.5,30.0,4378.75,20.0
2023-09-22 09:30:05.033503000,Quote,,,4378.5,30.0,4378.75,21.0
2023-09-22 09:30:05.033503000,Quote,,,4378.5,27.0,4378.75,21.0
2023-09-22 09:30:05.033503000,Quote,,,4378.5,23.0,4378.75,21.0
2023-09-22 09:30:05.033503000,Quote,,,4378.5,23.0,4378.75,22.0
2023-09-22 09:30:05.033503000,Quote,,,4378.5,23.0,4378.75,23.0
2023-09-22 09:30:05.033503000,Quote,,,4378.5,23.0,4378.75,27.0
2023-09-22 09:30:05.033503000,Quote,,,4378.5,22.0,4378.75,27.0
2023-09-22 09:30:05.112503444,Quote,,,4378.5,23.0,4378.75,27.0
2023-09-22 09:30:05.113159950,Quote,,,4378.5,23.0,4378.75,26.0
2023-09-22 09:30:05.387465047,Quote,,,4378.5,22.0,4378.75,26.0
2023-09-22 09:30:05.402890501,Quote,,,4378.5,22.0,4378.75,29.0
2023-09-22 09:30:05.402890501,Quote,,,4378.5,21.0,4378.75,29.0
2023-09-22 09:30:05.402890501,Quote,,,4378.5,20.0,4378.75,29.0
2023-09-22 09:30:05.402890501,Quote,,,4378.5,19.0,4378.75,29.0
2023-09-22 09:30:05.662481604,Quote,,,4378.5,19.0,4378.75,30.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,18.0,4378.75,30.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,17.0,4378.75,30.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,16.0,4378.75,30.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,15.0,4378.75,30.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,15.0,4378.75,32.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,14.0,4378.75,32.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,14.0,4378.75,33.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,10.0,4378.75,33.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,8.0,4378.75,33.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,8.0,4378.75,34.0
2023-09-22 09:30:05.662751817,Quote,,,4378.5,8.0,4378.75,35.0
2023-09-22 09:30:05.667786845,Quote,,,4378.5,8.0,4378.75,36.0
2023-09-22 09:30:05.672688090,Quote,,,4378.5,8.0,4378.75,38.0
2023-09-22 09:30:05.672688090,Trade,4378.5,8.0,4378.5,8.0,4378.75,38.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,41.0,4378.75,38.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,41.0,4378.5,1.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,41.0,4378.5,2.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,41.0,4378.5,3.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,41.0,4378.5,4.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,41.0,4378.5,6.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,42.0,4378.5,6.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,43.0,4378.5,6.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,43.0,4378.5,9.0
2023-09-22 09:30:05.672688090,Trade,4378.5,4.0,4378.25,43.0,4378.5,9.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,43.0,4378.5,5.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,43.0,4378.5,6.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,43.0,4378.5,7.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,42.0,4378.5,7.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,42.0,4378.5,5.0
2023-09-22 09:30:05.672688090,Trade,4378.5,5.0,4378.25,42.0,4378.5,5.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,42.0,4378.75,44.0
2023-09-22 09:30:05.672688090,Quote,,,4378.25,43.0,4378.75,44.0
2023-09-22 09:30:05.672688090,Quote,,,4378.5,1.0,4378.75,44.0
2023-09-22 09:30:05.672688090,Quote,,,4378.5,2.0,4378.75,44.0
2023-09-22 09:30:05.672688090,Quote,,,4378.5,3.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Quote,,,4378.5,4.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Quote,,,4378.5,6.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Quote,,,4378.5,5.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Trade,4378.5,5.0,4378.5,5.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,44.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,44.0,4378.75,43.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,43.0,4378.75,43.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,43.0,4378.5,1.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,43.0,4378.5,2.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,43.0,4378.5,4.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,44.0,4378.5,4.0
2023-09-22 09:30:05.672818008,Trade,4378.5,1.0,4378.25,44.0,4378.5,4.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,44.0,4378.5,2.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,44.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,43.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,44.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,45.0,4378.75,44.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,45.0,4378.5,1.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,44.0,4378.5,1.0
2023-09-22 09:30:05.672818008,Quote,,,4378.25,43.0,4378.5,1.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,44.0,4378.5,1.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,44.0,4378.75,43.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,45.0,4378.75,43.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,45.0,4378.75,44.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,45.0,4378.75,45.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,45.0,4378.75,46.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,45.0,4378.75,45.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,45.0,4378.75,44.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,45.0,4378.75,45.0
2023-09-22 09:30:05.677677804,Quote,,,4378.25,44.0,4378.75,45.0
2023-09-22 09:30:05.687640522,Quote,,,4378.25,44.0,4378.75,46.0
2023-09-22 09:30:05.687640522,Quote,,,4378.25,44.0,4378.75,47.0
2023-09-22 09:30:05.732520283,Quote,,,4378.25,44.0,4378.5,1.0
2023-09-22 09:30:05.733423154,Quote,,,4378.25,45.0,4378.5,1.0
2023-09-22 09:30:05.733423154,Quote,,,4378.25,46.0,4378.5,1.0
2023-09-22 09:30:05.733423154,Quote,,,4378.25,46.0,4378.75,47.0
2023-09-22 09:30:05.733423154,Quote,,,4378.25,46.0,4378.75,46.0
2023-09-22 09:30:05.733423154,Quote,,,4378.25,46.0,4378.75,47.0
2023-09-22 09:30:05.733423154,Quote,,,4378.25,45.0,4378.75,47.0
2023-09-22 09:30:05.733423154,Quote,,,4378.25,44.0,4378.75,47.0
2023-09-22 09:30:05.743385524,Quote,,,4378.25,44.0,4378.5,1.0
2023-09-22 09:30:05.743385524,Quote,,,4378.25,43.0,4378.5,1.0
2023-09-22 09:30:05.743385524,Quote,,,4378.25,43.0,4378.5,2.0
2023-09-22 09:30:05.743385524,Quote,,,4378.25,43.0,4378.5,3.0
2023-09-22 09:30:05.743385524,Quote,,,4378.25,43.0,4378.5,5.0
2023-09-22 09:30:05.743385524,Quote,,,4378.25,43.0,4378.5,9.0
2023-09-22 09:30:05.743385524,Quote,,,4378.25,43.0,4378.5,10.0
2023-09-22 09:30:05.743385524,Quote,,,4378.25,44.0,4378.5,10.0
2023-09-22 09:30:05.743385524,Quote,,,4378.25,45.0,4378.5,10.0
2023-09-22 09:30:05.747536798,Quote,,,4378.25,45.0,4378.5,8.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,45.0,4378.5,7.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,45.0,4378.5,3.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,45.0,4378.5,2.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,45.0,4378.5,1.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,45.0,4378.75,47.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,46.0,4378.75,47.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,45.0,4378.75,47.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,44.0,4378.75,47.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,44.0,4378.5,1.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,43.0,4378.5,1.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,43.0,4378.5,2.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,43.0,4378.5,4.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,44.0,4378.5,4.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,44.0,4378.5,5.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,44.0,4378.5,6.0
2023-09-22 09:30:05.748454945,Quote,,,4378.25,45.0,4378.5,6.0
2023-09-22 09:30:05.753342005,Quote,,,4378.25,45.0,4378.5,5.0
2023-09-22 09:30:05.758431630,Quote,,,4378.25,45.0,4378.5,4.0
2023-09-22 09:30:05.773249645,Quote,,,4378.25,45.0,4378.5,7.0
2023-09-22 09:30:05.773249645,Quote,,,4378.25,45.0,4378.5,8.0
2023-09-22 09:30:05.773249645,Quote,,,4378.25,45.0,4378.5,9.0
2023-09-22 09:30:05.788296330,Quote,,,4378.25,44.0,4378.5,9.0
2023-09-22 09:30:05.788296330,Quote,,,4378.25,44.0,4378.5,8.0
2023-09-22 09:30:05.788296330,Quote,,,4378.25,44.0,4378.5,5.0
2023-09-22 09:30:05.788296330,Quote,,,4378.25,44.0,4378.5,3.0
2023-09-22 09:30:05.788296330,Quote,,,4378.25,44.0,4378.5,2.0
2023-09-22 09:30:05.788296330,Quote,,,4378.25,44.0,4378.5,1.0
2023-09-22 09:30:05.798249194,Quote,,,4378.25,44.0,4378.75,47.0
2023-09-22 09:30:05.798249194,Quote,,,4378.25,45.0,4378.75,47.0
2023-09-22 09:30:05.798249194,Quote,,,4378.25,44.0,4378.75,47.0
2023-09-22 09:30:05.798249194,Quote,,,4378.25,43.0,4378.75,47.0
2023-09-22 09:30:05.828090047,Quote,,,4378.5,3.0,4378.75,47.0
2023-09-22 09:30:05.828090047,Quote,,,4378.5,3.0,4378.75,46.0
2023-09-22 09:30:05.828090047,Quote,,,4378.5,3.0,4378.75,45.0
2023-09-22 09:30:05.828090047,Quote,,,4378.5,4.0,4378.75,45.0
2023-09-22 09:30:05.828090047,Quote,,,4378.5,5.0,4378.75,45.0
2023-09-22 09:30:05.828090047,Quote,,,4378.5,6.0,4378.75,45.0
2023-09-22 09:30:05.828090047,Quote,,,4378.5,6.0,4378.75,46.0
2023-09-22 09:30:05.828090047,Quote,,,4378.5,5.0,4378.75,46.0
2023-09-22 09:30:05.828090047,Quote,,,4378.5,4.0,4378.75,46.0
2023-09-22 09:30:05.833005314,Quote,,,4378.5,1.0,4378.75,46.0
2023-09-22 09:30:05.833005314,Quote,,,4378.25,43.0,4378.75,46.0
2023-09-22 09:30:05.833005314,Quote,,,4378.25,44.0,4378.75,46.0
2023-09-22 09:30:05.833005314,Quote,,,4378.25,45.0,4378.75,46.0
2023-09-22 09:30:05.917457993,Quote,,,4378.25,45.0,4378.75,47.0
2023-09-22 09:30:05.947525597,Quote,,,4378.25,45.0,4378.5,1.0
2023-09-22 09:30:05.947525597,Quote,,,4378.25,44.0,4378.5,1.0
2023-09-22 09:30:05.947525597,Quote,,,4378.25,44.0,4378.5,5.0
2023-09-22 09:30:05.947525597,Quote,,,4378.25,44.0,4378.5,6.0
2023-09-22 09:30:05.947525597,Quote,,,4378.25,43.0,4378.5,6.0
2023-09-22 09:30:05.947525597,Quote,,,4378.25,43.0,4378.5,7.0
2023-09-22 09:30:05.947525597,Quote,,,4378.25,43.0,4378.5,8.0
2023-09-22 09:30:05.947525597,Quote,,,4378.25,43.0,4378.5,10.0
2023-09-22 09:30:05.947525597,Quote,,,4378.25,42.0,4378.5,10.0
2023-09-22 09:30:06.032507641,Quote,,,4378.25,42.0,4378.5,8.0
2023-09-22 09:30:06.033112203,Quote,,,4378.25,42.0,4378.5,7.0
2023-09-22 09:30:06.033112203,Quote,,,4378.25,42.0,4378.5,6.0
2023-09-22 09:30:06.157608846,Quote,,,4378.25,42.0,4378.5,7.0
2023-09-22 09:30:06.157608846,Quote,,,4378.25,42.0,4378.5,8.0
2023-09-22 09:30:06.157608846,Quote,,,4378.25,42.0,4378.5,11.0
2023-09-22 09:30:06.157608846,Quote,,,4378.25,42.0,4378.5,13.0
2023-09-22 09:30:06.157608846,Quote,,,4378.25,42.0,4378.5,14.0
2023-09-22 09:30:06.157608846,Quote,,,4378.25,42.0,4378.5,15.0
2023-09-22 09:30:06.157608846,Quote,,,4378.25,42.0,4378.5,14.0
2023-09-22 09:30:06.372463637,Quote,,,4378.25,42.0,4378.5,15.0
2023-09-22 09:30:06.377468911,Quote,,,4378.25,41.0,4378.5,15.0
2023-09-22 09:30:06.382495970,Quote,,,4378.25,40.0,4378.5,15.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,40.0,4378.5,19.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,40.0,4378.5,20.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,39.0,4378.5,20.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,39.0,4378.5,21.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,39.0,4378.5,22.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,39.0,4378.5,23.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,39.0,4378.5,25.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,36.0,4378.5,25.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,35.0,4378.5,25.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,34.0,4378.5,25.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,34.0,4378.5,26.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,30.0,4378.5,26.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,29.0,4378.5,26.0
2023-09-22 09:30:06.382713478,Quote,,,4378.25,28.0,4378.5,26.0
